full_address,shape_X,shape_Y
"2 Gwyn Street, Broad Bay, Dunedin",170.6271217,-45.84537287
"40 Argyle Street, Mosgiel",170.3485393,-45.88322315
"12 Gow Street, Mosgiel",170.351137,-45.88815817
"37 Ross Street, Mosgiel",170.3562335,-45.87021673
"5 Guildford Place, Mosgiel",170.3649486,-45.87321137
"6 Banks Place, Mosgiel",170.3628338,-45.87307122
"1 Dunbar Place, Mosgiel",170.3596898,-45.87655832
"7 Eton Drive, Mosgiel",170.3608616,-45.88283195
"12 Hogan Place, Fairfield, Dunedin",170.4001406,-45.90479375
"14 Blanc Avenue, Fairfield, Dunedin",170.3997319,-45.90568477
"26 Delta Drive, Waldronville, Dunedin",170.4022515,-45.92371315
"10 Dakota Place, Waldronville, Dunedin",170.4002431,-45.92584443
"42 Viscount Road, Waldronville, Dunedin",170.401501,-45.92542623
"18 Weir Street, Green Island, Dunedin",170.420338,-45.91027028
"50 Elwyn Crescent, Green Island, Dunedin",170.4214094,-45.90887292
"93 Elwyn Crescent, Green Island, Dunedin",170.4218002,-45.90875588
"110 Main South Road, Green Island, Dunedin",170.4439545,-45.90242788
"171 Dalziel Road, Brockville, Dunedin",170.4533725,-45.86468373
"203 Dalziel Road, Brockville, Dunedin",170.4514552,-45.8668881
"41 Saunders Street, Brockville, Dunedin",170.4549108,-45.86996698
"17 Mulford Street, Concord, Dunedin",170.4540608,-45.90244518
"16 Nutsford Street, Brockville, Dunedin",170.4560924,-45.86548235
"8 Wray Street, Brockville, Dunedin",170.4616456,-45.86664785
"90 Cockerell Street, Brockville, Dunedin",170.4625058,-45.8695724
"2 Emerson Street, Concord, Dunedin",170.457617,-45.90259825
"18 Mooltan Street, Halfway Bush, Dunedin",170.4664892,-45.85911962
"23 Ashmore Street, Halfway Bush, Dunedin",170.4692374,-45.85778393
"4 Balmain Street, Halfway Bush, Dunedin",170.4689833,-45.85715948
"15 Glenelg Street, Bradford, Dunedin",170.4702061,-45.87464547
"35 Glenross Street, Glenross, Dunedin",170.4739873,-45.86622795
"101 Hocken Street, Kenmure, Dunedin",170.4716892,-45.88101952
"2 Bradford Street, Bradford, Dunedin",170.4705601,-45.87576937
"4 Marshall Street, Bradford, Dunedin",170.4683774,-45.8765594
"112 Elgin Road, Kenmure, Dunedin",170.4742964,-45.88631192
"35 Barr Street, Kenmure, Dunedin",170.4713058,-45.88827545
"45 Mornington Road, Balaclava, Dunedin",170.4692521,-45.8907174
"86 Mornington Road, Kenmure, Dunedin",170.4658811,-45.89126182
"163 Caversham Valley Road, Calton Hill, Dunedin",170.4657429,-45.89635192
"25 Waimea Avenue, Calton Hill, Dunedin",170.4707412,-45.89994685
"51 Riselaw Road, Calton Hill, Dunedin",170.4684485,-45.89874787
"53 Waimea Avenue, Calton Hill, Dunedin",170.4695707,-45.89879038
"61 Panmure Avenue, Calton Hill, Dunedin",170.4676495,-45.90168828
"74 Waimea Avenue, Calton Hill, Dunedin",170.4695651,-45.8974577
"41 Stenhope Crescent, Corstorphine, Dunedin",170.4662122,-45.90831902
"114 Wakari Road, Helensburgh, Dunedin",170.4777837,-45.85223248
"131 Centennial Avenue, Helensburgh, Dunedin",170.480604,-45.85110067
"265 Helensburgh Road, Helensburgh, Dunedin",170.4833308,-45.85187607
"25 Wairoa Street, Kaikorai, Dunedin",170.4792545,-45.86383198
"1 Nairn Street, Kaikorai, Dunedin",170.4840483,-45.86545903
"28 Michie Street, Belleknowes, Dunedin",170.484427,-45.87244725
"31 Gamma Street, Belleknowes, Dunedin",170.4784073,-45.87235587
"16 Napier Street, Belleknowes, Dunedin",170.4785498,-45.87841188
"21 Elgin Road, Mornington, Dunedin",170.4762912,-45.88186898
"28 Parkhill Avenue, Mornington, Dunedin",170.4831479,-45.88027118
"2 Granville Terrace, Belleknowes, Dunedin",170.4823567,-45.87691513
"48 Napier Street, Belleknowes, Dunedin",170.4764629,-45.87822207
"74 Lonsdale Street, Belleknowes, Dunedin",170.4814988,-45.87811368
"12 Byron Street, Mornington, Dunedin",170.4807981,-45.8872641
"146 Forfar Street, Clyde Hill, Dunedin",170.4814374,-45.89077525
"14 Renfrew Street, Balaclava, Dunedin",170.4755024,-45.8908007
"158 Glenpark Avenue, Maryhill, Dunedin",170.4780824,-45.89040552
"15 Cooper Street, Mornington, Dunedin",170.481911,-45.88630472
"16 Renfrew Street, Balaclava, Dunedin",170.4754291,-45.89050842
"176 Forfar Street, Maryhill, Dunedin",170.4806706,-45.88909222
"36 Sydney Street, Caversham, Dunedin",170.477443,-45.89393918
"108 Norwood Street, Normanby, Dunedin",170.5482237,-45.84026838
"86 Forfar Street, Maryhill, Dunedin",170.4850155,-45.89001225
"21 Hazel Avenue, Caversham, Dunedin",170.4806532,-45.89944447
"52 Playfair Street, Caversham, Dunedin",170.4797948,-45.89867468
"7 Morrison Street, Caversham, Dunedin",170.4771199,-45.89639518
"112 Cliffs Road, Saint Clair, Dunedin",170.4833425,-45.91336483
"138 Middleton Road, Corstorphine, Dunedin",170.4766669,-45.90742133
"16 Sutcliffe Street, Saint Clair, Dunedin",170.4782977,-45.91262157
"63 Cliffs Road, Saint Clair, Dunedin",170.4846273,-45.91506888
"71 Cliffs Road, Saint Clair, Dunedin",170.4843207,-45.91541373
"75 Cliffs Road, Saint Clair, Dunedin",170.4836954,-45.91574578
"102 Lynn Street, Wakari, Dunedin",170.4895077,-45.8563013
"29 Dunblane Street, Maori Hill, Dunedin",170.4924896,-45.86151612
"31 Greenhill Avenue, Wakari, Dunedin",170.4852834,-45.85683967
"41 Tyne Street, Roslyn, Dunedin",170.4917086,-45.86432922
"97 Lynn Street, Wakari, Dunedin",170.4896446,-45.8567564
"18 Charlotte Street, Roslyn, Dunedin",170.4893686,-45.86873725
"272 Highgate, Roslyn, Dunedin",170.4891785,-45.86787383
"41 Ann Street, Kaikorai, Dunedin",170.4871138,-45.86802317
"14 Grant Street, Dunedin Central, Dunedin",170.4926048,-45.87967978
"185 Carroll Street, Dunedin Central, Dunedin",170.4935764,-45.8828289
"369 York Place, Dunedin Central, Dunedin",170.4895666,-45.87524633
"55 Poulters Road, Leith Valley, Dunedin",170.5108097,-45.82385552
"6 Adam Street, Dunedin Central, Dunedin",170.4916956,-45.87648475
"13 St Heliers Court, Clyde Hill, Dunedin",170.4870257,-45.89214648
"24 Leckhampton Court, Clyde Hill, Dunedin",170.4879446,-45.89121203
"197 Surrey Street, Saint Clair, Dunedin",170.4909493,-45.90410848
"4 Wycolla Avenue, Saint Clair, Dunedin",170.4880108,-45.90358015
"110 Hargest Crescent, Saint Clair, Dunedin",170.4919822,-45.90861152
"120 Hargest Crescent, Saint Clair, Dunedin",170.4925873,-45.9093368
"209 Forbury Road, Saint Clair, Dunedin",170.4891062,-45.9096613
"239 Bay View Road, Saint Clair, Dunedin",170.4882221,-45.90684012
"39 Hargest Crescent, Saint Kilda, Dunedin",170.4945787,-45.9050228
"81 Norfolk Street, Saint Clair, Dunedin",170.4859503,-45.91296918
"9 Hobson Street, Saint Clair, Dunedin",170.4871706,-45.90904512
"3 Leithton Close, Glenleith, Dunedin",170.5031525,-45.84646353
"16 Prestwick Street, Maori Hill, Dunedin",170.4971619,-45.85703303
"25 Prestwick Street, Maori Hill, Dunedin",170.4972442,-45.85762262
"27 Drivers Road, Maori Hill, Dunedin",170.5027635,-45.86029813
"41 Garfield Avenue, Roslyn, Dunedin",170.4958707,-45.86497905
"43 Pacific Street, Roslyn, Dunedin",170.4973898,-45.86460782
"567 Highgate, Maori Hill, Dunedin",170.4989826,-45.85835475
"159 Stuart Street, Dunedin Central, Dunedin",170.5042922,-45.87446117
"62 Waimea Avenue, Calton Hill, Dunedin",170.4699275,-45.89808707
"18 Canongate, Dunedin Central, Dunedin",170.4980748,-45.87633267
"24 Lees Street, Dunedin Central, Dunedin",170.4958913,-45.88488702
"48 Elm Row, Dunedin Central, Dunedin",170.497381,-45.87537952
"55 Canongate, Dunedin Central, Dunedin",170.4965144,-45.87720105
"134 Macandrew Road, South Dunedin, Dunedin",170.4969265,-45.89790358
"170 Eglinton Road, Mornington, Dunedin",170.4826729,-45.88229258
"110 Elgin Road, Kenmure, Dunedin",170.4731144,-45.88609512
"18 Moreau Street, Saint Kilda, Dunedin",170.4976718,-45.90310732
"220 Oxford Street, South Dunedin, Dunedin",170.4985649,-45.9000718
"55 Calder Street, Saint Kilda, Dunedin",170.4992448,-45.90314928
"224 Middleton Road, Corstorphine, Dunedin",170.4721119,-45.90845637
"56 Dalgety Street, Saint Kilda, Dunedin",170.5010361,-45.90525813
"14 Tasman Street, Liberton, Dunedin",170.5135141,-45.84478242
"391 South Road, Caversham, Dunedin",170.475705,-45.89688782
"54 Dundas Street, North Dunedin, Dunedin",170.5139677,-45.86109592
"5 Drummond Street, North Dunedin, Dunedin",170.505072,-45.8642639
"108 Braidwood Road, Highcliff, Dunedin",170.6083132,-45.89403667
"619 George Street, North Dunedin, Dunedin",170.509202,-45.86378213
"50 Beaconsfield Road, Portobello, Dunedin",170.6418006,-45.84244192
"45 Grange Street, North Dunedin, Dunedin",170.5125354,-45.86888948
"6 Harrow Street, Dunedin Central, Dunedin",170.5115239,-45.87282568
"15 Moana Crescent, Musselburgh, Dunedin",170.514876,-45.8966764
"16 Tedder Street, Saint Kilda, Dunedin",170.5064612,-45.89959357
"1 Grove Street, South Dunedin, Dunedin",170.5050542,-45.8991126
"20 Belmont Lane, Musselburgh, Dunedin",170.5143682,-45.89639102
"35 New Street, Saint Kilda, Dunedin",170.5087318,-45.89965132
"40 Eskvale Street, Saint Kilda, Dunedin",170.508799,-45.90068832
"40 Oxford Street, South Dunedin, Dunedin",170.5060165,-45.89699237
"69 Royal Crescent, Saint Kilda, Dunedin",170.5131348,-45.90457698
"96 Victoria Road, Saint Kilda, Dunedin",170.5059995,-45.90657317
"97 Queens Drive, Saint Kilda, Dunedin",170.5099986,-45.90511437
"3 Beaufort Street, Pine Hill, Dunedin",170.5213427,-45.84188508
"36 Abbotts Hill Road, Abbotsford, Dunedin",170.4233606,-45.89199137
"11 Craigleith Street, North East Valley, Dunedin",170.5247983,-45.85194217
"24 Glencairn Street, Dalmore, Dunedin",170.5156769,-45.85316765
"79 Opoho Road, North East Valley, Dunedin",170.5245356,-45.85648858
"886 Cumberland Street, North Dunedin, Dunedin",170.5154686,-45.85935053
"16 Danube Street, Vauxhall, Dunedin",170.5242297,-45.8876665
"100 Cavell Street, Tainui, Dunedin",170.5216869,-45.90205178
"131 Cavell Street, Tainui, Dunedin",170.5238522,-45.90314822
"13 Rona Street, Saint Kilda, Dunedin",170.5151128,-45.90029592
"24 Magdala Street, Tainui, Dunedin",170.5220873,-45.90122543
"38 Marlow Street, Saint Kilda, Dunedin",170.5157307,-45.90275068
"48 Cranley Street, Musselburgh, Dunedin",170.51781,-45.90148103
"4 Victoria Road, Tainui, Dunedin",170.5202247,-45.9036424
"5 Lochend Street, Musselburgh, Dunedin",170.5169392,-45.89867725
"62 Botha Street, Tainui, Dunedin",170.5214828,-45.9007997
"68 Campbells Road, Pine Hill, Dunedin",170.5253423,-45.83890832
"205 North Road, North East Valley, Dunedin",170.5279586,-45.8494128
"20 Grandview Crescent, Opoho, Dunedin",170.5347909,-45.85374752
"2 Selwyn Street, North East Valley, Dunedin",170.5297581,-45.84869278
"72 Signal Hill Road, Opoho, Dunedin",170.5308379,-45.85452183
"15 Comely Bank, Opoho, Dunedin",170.5276302,-45.85601433
"1 Signal Hill Road, Opoho, Dunedin",170.5269223,-45.85715825
"144 Belford Street, Waverley, Dunedin",170.5347856,-45.88466543
"120 Dunrobin Street, Waverley, Dunedin",170.5335971,-45.88747917
"8 Challis Street, Vauxhall, Dunedin",170.5265631,-45.88639955
"9 Woodside Terrace, Andersons Bay, Dunedin",170.5312011,-45.89357847
"16 Chisholm Place, Tainui, Dunedin",170.5310436,-45.90096502
"17 Chisholm Place, Tainui, Dunedin",170.5309538,-45.90068553
"30 Norman Street, Tainui, Dunedin",170.5275563,-45.90172005
"42 Aotea Street, Tainui, Dunedin",170.5260152,-45.90018373
"230 Bush Road, Mosgiel",170.3198981,-45.88155363
"66 Bayfield Road, Andersons Bay, Dunedin",170.5280849,-45.89894578
"222 Hillingdon Street, Normanby, Dunedin",170.544588,-45.84444948
"132 Signal Hill Road, Opoho, Dunedin",170.5356311,-45.85256493
"24 Moodie Street, Shiel Hill, Dunedin",170.5412694,-45.8849951
"44 McKerrow Street, Shiel Hill, Dunedin",170.5435328,-45.88449833
"83 Dunrobin Street, Waverley, Dunedin",170.5356542,-45.88405898
"12 Tower Avenue, Waverley, Dunedin",170.5352351,-45.88719722
"49 Oakland Street, Andersons Bay, Dunedin",170.5359275,-45.89782693
"76 Spencer Street, Andersons Bay, Dunedin",170.5392308,-45.89794457
"158 Rolla Street, Normanby, Dunedin",170.545608,-45.84358037
"548 North Road, Normanby, Dunedin",170.5497293,-45.84150245
"22 Taupo Street, Ravensbourne, Dunedin",170.5513607,-45.8633795
"23 Junction Road, Ravensbourne, Dunedin",170.5499513,-45.86352047
"37 Edith Street, Fairfield, Dunedin",170.3947918,-45.90608057
"88 Hall Road, Sawyers Bay, Dunedin",170.5945046,-45.81354652
"60 Marion Street, Macandrew Bay, Dunedin",170.5949256,-45.87136445
"250 Gladstone Road North, Mosgiel",170.3818562,-45.87835398
"266 Gladstone Road North, Mosgiel",170.3864477,-45.87705063
"20 Blackman Avenue, Sawyers Bay, Dunedin",170.6026159,-45.81673688
"28 Freyberg Avenue, Sawyers Bay, Dunedin",170.6033996,-45.8208987
"28 Noyna Road, Roseneath, Dunedin",170.6009835,-45.82391823
"2 Blackman Avenue, Sawyers Bay, Dunedin",170.6012644,-45.81768267
"32 Freyberg Avenue, Sawyers Bay, Dunedin",170.6036697,-45.82066053
"35 Hall Road, Sawyers Bay, Dunedin",170.5986647,-45.81685415
"3 Fairview Terrace, Sawyers Bay, Dunedin",170.5994598,-45.8160244
"47 Hall Road, Sawyers Bay, Dunedin",170.5977422,-45.81626115
"28 Clyde Street, Roseneath, Dunedin",170.6033385,-45.82745922
"38 Seaton Road, Portobello, Dunedin",170.6436577,-45.84266153
"38 Main South Road, Concord, Dunedin",170.4547079,-45.90089002
"52 Dundas Street, North Dunedin, Dunedin",170.5138169,-45.8610394
"21 Watt Street, Mosgiel",170.3372344,-45.873279
"1 Kura Place, Mosgiel",170.3376154,-45.87435328
"16 Richmond Street, Forbury, Dunedin",170.487677,-45.89905203
"179 Main South Road, Green Island, Dunedin",170.432641,-45.90156992
"20 Rona Street, Saint Kilda, Dunedin",170.5147349,-45.90042003
"26 Duke Street, North Dunedin, Dunedin",170.513876,-45.85676697
"49 Broughton Street, South Dunedin, Dunedin",170.501671,-45.89537098
"30 Thomas Burns Street, Dunedin Central, Dunedin",170.507708,-45.87696605
"32 Cardigan Street, North East Valley, Dunedin",170.538506,-45.84881903
"148 Queen Street, North Dunedin, Dunedin",170.5110929,-45.85736898
"27 Hugh Street, Sawyers Bay, Dunedin",170.6009578,-45.81533015
"3 MacNee Street, Mornington, Dunedin",170.4840716,-45.88273973
"144 Stuart Street, Dunedin Central, Dunedin",170.5045175,-45.87423015
"201 Elgin Road, Balaclava, Dunedin",170.4726157,-45.89114515
"14 Campbell Lane, Mosgiel",170.3605492,-45.88217008
"11 Douglas Street, Saint Kilda, Dunedin",170.5058955,-45.90451625
"8 Wenlock Square, Mosgiel",170.3599512,-45.88317965
"41 Albany Street, North Dunedin, Dunedin",170.5092598,-45.86623262
"556 Leith Street, North Dunedin, Dunedin",170.5184851,-45.85915407
"169 Castle Street, Dunedin Central, Dunedin",170.5102114,-45.87170852
"37 Albertson Avenue, Port Chalmers, Dunedin",170.6186228,-45.81992368
"44 Constitution Street, Port Chalmers, Dunedin",170.6257049,-45.81651355
"30 Huia Street, Saint Leonards, Dunedin",170.5737674,-45.84946243
"296 George Street, Dunedin Central, Dunedin",170.5061304,-45.87000253
"17 Gowland Street, North Dunedin, Dunedin",170.5109263,-45.86798138
"23 Maitland Street, Dunedin Central, Dunedin",170.4950907,-45.88710642
"22 Queens Gardens, Dunedin Central, Dunedin",170.5045494,-45.87679823
"28 Strathallan Street, South Dunedin, Dunedin",170.5057748,-45.8876612
"665 Cumberland Street, North Dunedin, Dunedin",170.5116463,-45.86535655
"6 Malcolm Street, North Dunedin, Dunedin",170.510386,-45.86838948
"11 Meadow Street, Mornington, Dunedin",170.48463,-45.88081387
"324 Great King Street, North Dunedin, Dunedin",170.5080878,-45.86732232
"899 Great King Street, North Dunedin, Dunedin",170.5154012,-45.8565714
"11 Currie Street, Port Chalmers, Dunedin",170.6217458,-45.81691167
"219 Gladstone Road North, Mosgiel",170.3781285,-45.87805568
"43A Easther Crescent, Kew, Dunedin",170.4841297,-45.90100307
"67A Glen Road, The Glen, Dunedin",170.4859071,-45.88699417
"72A Cherry Drive, Mosgiel",170.3561706,-45.86641013
"4 Boundary Road, Kinmont Park, Mosgiel",170.3581825,-45.89179557
"8A Flower Street, Fairfield, Dunedin",170.4019338,-45.89544558
"156B Main South Road, Green Island, Dunedin",170.4381573,-45.90266972
"290 Taieri Road, Wakari, Dunedin",170.4780683,-45.85763975
"11A Scarba Street, Roslyn, Dunedin",170.4872736,-45.87125438
"22B Richardson Street, Saint Kilda, Dunedin",170.5036984,-45.90260718
"47 Fingall Street, South Dunedin, Dunedin",170.5045511,-45.89724537
"40A Crosby Street, Mornington, Dunedin",170.4770104,-45.88548665
"67A Opoho Road, North East Valley, Dunedin",170.5233691,-45.8561479
"67A Tahuna Road, Tainui, Dunedin",170.525768,-45.9023764
"21B Gladstone Road South, Mosgiel",170.3503941,-45.8872536
"101A Gordon Road, Mosgiel",170.3499473,-45.87652457
"11A Lochend Street, Musselburgh, Dunedin",170.5175833,-45.89850035
"32C Forfar Street, Mosgiel",170.346164,-45.87583697
"64B Tedder Street, Saint Kilda, Dunedin",170.5095122,-45.903107
"59 Victoria Road, Saint Kilda, Dunedin",170.5092325,-45.90624257
"9A Moerangi Street, Broad Bay, Dunedin",170.6305059,-45.84715293
"45A Prince Albert Road, Saint Kilda, Dunedin",170.5060698,-45.9018192
"8A Runciman Street, Abbotsford, Dunedin",170.4251423,-45.89921967
"11A Coughtrey Street, Saint Clair, Dunedin",170.4894264,-45.90840972
"214A Forbury Road, Saint Clair, Dunedin",170.488715,-45.90982278
"17A Glendevon Place, Vauxhall, Dunedin",170.525701,-45.88873157
"17A Gresham Street, Tainui, Dunedin",170.5297536,-45.90125652
"14A Heriot Row, Dunedin Central, Dunedin",170.5031607,-45.86777198
"6 Tahuna Road, Lawyers Head, Dunedin",170.520607,-45.903925
"32D Emerson Street, Concord, Dunedin",170.4554481,-45.90626203
"349 Tomahawk Road, Ocean Grove, Dunedin",170.551097,-45.90468497
"141A Gordon Road, Mosgiel",170.3480157,-45.87409908
"481 Moray Place, Dunedin Central, Dunedin",170.503037,-45.87565403
"175 Main Road, Fairfield, Dunedin",170.384879,-45.90118607
"1061 George Street, North Dunedin, Dunedin",170.5139321,-45.85539077
"63 Main South Road, Burnside, Dunedin",170.4515913,-45.90124697
"13 Queen Street, Brighton, Dunedin",170.326093,-45.94889202
"89 Otaki Street, South Dunedin, Dunedin",170.51177,-45.89538895
"9 Netherby Street, Kenmure, Dunedin",170.465947,-45.89059598
"16 Island Terrace, Port Chalmers, Dunedin",170.626267,-45.817254
"37 Walter Street, The Glen, Dunedin",170.490037,-45.890464
"192B Gordon Road, Mosgiel",170.3459069,-45.87160203
"16B Havelock Street, Mornington, Dunedin",170.4783659,-45.88123302
"61B Prince Albert Road, Saint Kilda, Dunedin",170.5066431,-45.90242202
"112 Cumberland Street, Dunedin Central, Dunedin",170.5034188,-45.8814072
"35 Duke Street, North Dunedin, Dunedin",170.5144615,-45.85723492
"32 Severn Street, Green Island, Dunedin",170.4186196,-45.8966456
"43 Severn Street, Green Island, Dunedin",170.4168449,-45.89554062
"88 Kaikorai Valley Road, Glenross, Dunedin",170.4798649,-45.86731678
"40 Hagart-Alexander Drive, Mosgiel",170.3660773,-45.87406927
"18 Knox Street, North East Valley, Dunedin",170.5221135,-45.85488235
"3 Coronga Lane, Mosgiel",170.3923701,-45.8734014
"15 Glengarry Court, Mosgiel",170.3667445,-45.87321045
"240B South Road, Caversham, Dunedin",170.4826339,-45.89529322
"95G Victoria Road, Saint Kilda, Dunedin",170.5063,-45.90685338
"133B Martin Road, Fairfield, Dunedin",170.3983508,-45.89380575
"12 Smiley Place, Mosgiel",170.3659872,-45.86982535
"6/700 Great King Street, North Dunedin, Dunedin",170.5126488,-45.85990095
"80D Argyle Street, Mosgiel",170.3460166,-45.87938445
"26B Brunel Street, Mornington, Dunedin",170.4809926,-45.88295667
"104B Church Street, Mosgiel",170.3549301,-45.8839584
"133C Factory Road, Mosgiel",170.36301,-45.86925617
"15 Forfar Street, Mosgiel",170.3483887,-45.88053698
"986B George Street, North Dunedin, Dunedin",170.5134844,-45.85720375
"161 High Street, Dunedin Central, Dunedin",170.4997308,-45.87863543
"161B High Street, Dunedin Central, Dunedin",170.4996114,-45.8786717
"120A Manapouri Street, Maia, Dunedin",170.5646431,-45.86018733
"22B Surrey Street, Caversham, Dunedin",170.4836561,-45.8962823
"33D Tedder Street, Saint Kilda, Dunedin",170.5077715,-45.90048668
"79A Factory Road, Mosgiel",170.3560747,-45.8712008
"15 Kaikorai Valley Road, Kaikorai, Dunedin",170.485511,-45.86626498
"48A Meadow Street, Mornington, Dunedin",170.4800204,-45.88042297
"9 Rotary Park Close, Shiel Hill, Dunedin",170.5424213,-45.88308462
"30 Green Street, Mosgiel",170.3551445,-45.87554013
"30 Main Road, Fairfield, Dunedin",170.3998083,-45.8974202
"66 Walton Park Avenue, Fairfield, Dunedin",170.3998243,-45.90389272
"73 Viscount Road, Waldronville, Dunedin",170.3999544,-45.92381752
"332 Kaikorai Valley Road, Bradford, Dunedin",170.4706459,-45.87712192
"10 Teignmouth Street, Abbotsford, Dunedin",170.4242729,-45.89797
"12 Abbotsford Road, Green Island, Dunedin",170.4237575,-45.90144213
"16 Alexander Street, Abbotsford, Dunedin",170.4221865,-45.8961529
"14 Brighton Road, Green Island, Dunedin",170.4214155,-45.90546277
"27 Brighton Road, Green Island, Dunedin",170.4199041,-45.90668103
"4 Taylor Street, Green Island, Dunedin",170.4185662,-45.90781903
"12 Kirkland Street, Green Island, Dunedin",170.4316235,-45.90461222
"16 John Street, Abbotsford, Dunedin",170.4333794,-45.89901237
"184 Main South Road, Green Island, Dunedin",170.4339193,-45.90230425
"21 Shipka Street, Abbotsford, Dunedin",170.4286785,-45.89566643
"36 Kirkland Street, Green Island, Dunedin",170.428774,-45.90534135
"74 District Road, Green Island, Dunedin",170.4291579,-45.90604923
"16 Prosser Street, Green Island, Dunedin",170.4444882,-45.9050013
"45 Three Mile Hill Road, Halfway Bush, Dunedin",170.4529467,-45.85370832
"317 Brockville Road, Brockville, Dunedin",170.4531123,-45.8672882
"1A Lanark Street, Mosgiel",170.3480001,-45.87603202
"601C Castle Street, North Dunedin, Dunedin",170.5164249,-45.86137908
"155 Saddle Hill Road, Scroggs Hill, Dunedin",170.3586355,-45.90677705
"19 School Road South, Mosgiel",170.331664,-45.85099152
"88 St Andrew Street, Dunedin Central, Dunedin",170.5062737,-45.87184682
"34 Severn Street, Green Island, Dunedin",170.418017,-45.89657502
"6 Severn Street, Mosgiel",170.3583641,-45.8688565
"3 Bush Road, Mosgiel",170.3468632,-45.8742595
"6 King Street, Mosgiel",170.3495783,-45.88055022
"45 Dalziel Road, Halfway Bush, Dunedin",170.4580158,-45.85679991
"34 Mulford Street, Concord, Dunedin",170.4590774,-45.9034004
"69 Oxley Crescent, Broad Bay, Dunedin",170.6349517,-45.84574252
"4B Alva Street, Dunedin Central, Dunedin",170.4896999,-45.88261155
"4A Alva Street, Dunedin Central, Dunedin",170.4896999,-45.88261155
"4C Alva Street, Dunedin Central, Dunedin",170.4896999,-45.88261155
"4D Alva Street, Dunedin Central, Dunedin",170.4896999,-45.88261155
"4E Alva Street, Dunedin Central, Dunedin",170.4896999,-45.88261155
"4F Alva Street, Dunedin Central, Dunedin",170.4896999,-45.88261155
"4G Alva Street, Dunedin Central, Dunedin",170.4896999,-45.88261155
"4H Alva Street, Dunedin Central, Dunedin",170.4896999,-45.88261155
"7 Eastbank Street, Waverley, Dunedin",170.5289284,-45.88786723
"11 Eastbank Street, Waverley, Dunedin",170.5294698,-45.88785223
"11 Berwick Street, Mosgiel",170.3425063,-45.87676652
"56 McMeakin Road, Abbotsford, Dunedin",170.4253374,-45.88868632
"179 Factory Road, Mosgiel",170.3688142,-45.8676262
"1 Dundee Road, Mosgiel",170.3699121,-45.87135601
"3 Dundee Road, Mosgiel",170.3698321,-45.87108906
"5 Dundee Road, Mosgiel",170.3696808,-45.8708755
"4 Dundee Road, Mosgiel",170.3703244,-45.87120474
"6 Dundee Road, Mosgiel",170.3702473,-45.87103863
"8 Dundee Road, Mosgiel",170.3701524,-45.87086957
"10 Dundee Road, Mosgiel",170.3700604,-45.87069456
"12 Dundee Road, Mosgiel",170.3699477,-45.8705166
"14 Dundee Road, Mosgiel",170.369838,-45.87036533
"16 Dundee Road, Mosgiel",170.3696452,-45.87024371
"18 Dundee Road, Mosgiel",170.3696897,-45.87001236
"20 Dundee Road, Mosgiel",170.3693189,-45.87008948
"36 Cresswell Street, Dunedin Central, Dunedin",170.5106189,-45.8773356
"37 Anderton Crescent, Mosgiel",170.3631538,-45.86377313
"32A Mulford Street, Concord, Dunedin",170.4589922,-45.90324912
"36 Mulford Street, Concord, Dunedin",170.4593273,-45.90342914
"1 Cleveland Close, Fairfield, Dunedin",170.4047606,-45.89632692
"5 Cleveland Close, Fairfield, Dunedin",170.4048066,-45.89656958
"9 Cleveland Close, Fairfield, Dunedin",170.4048296,-45.89681367
"11 Cleveland Close, Fairfield, Dunedin",170.4041619,-45.89679788
"13 Cleveland Close, Fairfield, Dunedin",170.4041504,-45.8966385
"15 Cleveland Close, Fairfield, Dunedin",170.4041432,-45.89648774
"17 Cleveland Close, Fairfield, Dunedin",170.4041303,-45.89632979
"19 Cleveland Close, Fairfield, Dunedin",170.4041131,-45.89615749
"16 Cleveland Close, Fairfield, Dunedin",170.4043141,-45.89619482
"14 Cleveland Close, Fairfield, Dunedin",170.4043198,-45.89637861
"12 Cleveland Close, Fairfield, Dunedin",170.4043371,-45.89655091
"10 Cleveland Close, Fairfield, Dunedin",170.40436,-45.89672609
"8 Cleveland Close, Fairfield, Dunedin",170.4046041,-45.89671173
"6 Cleveland Close, Fairfield, Dunedin",170.4045941,-45.89653943
"4 Cleveland Close, Fairfield, Dunedin",170.4045654,-45.89636712
"2 Cleveland Close, Fairfield, Dunedin",170.4045381,-45.89618764
"14 Anderton Crescent, Mosgiel",170.3630688,-45.86492843
"18 Anderton Crescent, Mosgiel",170.3630405,-45.86471889
"22 Anderton Crescent, Mosgiel",170.3630575,-45.86450369
"26 Anderton Crescent, Mosgiel",170.3631311,-45.8643168
"32 Anderton Crescent, Mosgiel",170.363267,-45.86409593
"34 Anderton Crescent, Mosgiel",170.3634256,-45.86391471
"36 Anderton Crescent, Mosgiel",170.3636805,-45.86372782
"38 Anderton Crescent, Mosgiel",170.3639353,-45.86380711
"40 Anderton Crescent, Mosgiel",170.3640486,-45.86375048
"42 Anderton Crescent, Mosgiel",170.3640203,-45.86356359
"44 Anderton Crescent, Mosgiel",170.364394,-45.86347298
"46 Anderton Crescent, Mosgiel",170.3645809,-45.86361456
"48 Anderton Crescent, Mosgiel",170.3647565,-45.86360323
"50 Anderton Crescent, Mosgiel",170.3648867,-45.86342767
"57 Anderton Crescent, Mosgiel",170.3652888,-45.86324078
